"rgn_id","year","area_km2"
1,0,3.493003086
4,0,3.493003086
5,0,3.493003086
2,0,3.493003086
3,0,3.493003086
6,0,3.493003086
1,1964,3.493003086
4,1964,3.493003086
5,1964,3.493003086
2,1964,3.493003086
3,1964,3.493003086
6,1964,3.493003086
1,1965,4.366253858
4,1965,4.366253858
5,1965,4.366253858
2,1965,4.366253858
3,1965,4.366253858
6,1965,4.366253858
1,1968,5.239504629
4,1968,5.239504629
5,1968,5.239504629
2,1968,5.239504629
3,1968,5.239504629
6,1968,5.239504629
1,1969,10.47900926
4,1969,10.47900926
5,1969,10.47900926
2,1969,10.47900926
3,1969,10.47900926
6,1969,10.47900926
1,1972,1.746501543
4,1972,1.746501543
5,1972,1.746501543
2,1972,1.746501543
3,1972,1.746501543
6,1972,1.746501543
1,1973,2.619752315
4,1973,2.619752315
5,1973,2.619752315
2,1973,2.619752315
3,1973,2.619752315
6,1973,2.619752315
1,1980,6.112755401
4,1980,6.112755401
5,1980,6.112755401
2,1980,6.112755401
3,1980,6.112755401
6,1980,6.112755401
1,1982,1.746501543
4,1982,1.746501543
5,1982,1.746501543
2,1982,1.746501543
3,1982,1.746501543
6,1982,1.746501543
1,1995,1.746501543
4,1995,1.746501543
5,1995,1.746501543
2,1995,1.746501543
3,1995,1.746501543
6,1995,1.746501543
1,1996,2.619752315
4,1996,2.619752315
5,1996,2.619752315
2,1996,2.619752315
3,1996,2.619752315
6,1996,2.619752315
1,2003,0.873250772
4,2003,0.873250772
5,2003,0.873250772
2,2003,0.873250772
3,2003,0.873250772
6,2003,0.873250772
1,2005,3.493003086
4,2005,3.493003086
5,2005,3.493003086
2,2005,3.493003086
3,2005,3.493003086
6,2005,3.493003086
1,2008,5.239504629
4,2008,5.239504629
5,2008,5.239504629
2,2008,5.239504629
3,2008,5.239504629
6,2008,5.239504629
